Fixture ID,League,League Logo,League Flag,Home Team,Home Logo,Away Team,Away Logo,Home Score,Away Score
1392065,Segunda División,https://media.api-sports.io/football/leagues/141.png,https://media.api-sports.io/flags/es.svg,Sporting Gijon,https://media.api-sports.io/football/teams/731.png,Leganes,https://media.api-sports.io/football/teams/537.png,0,0
1393966,NB II,https://media.api-sports.io/football/leagues/272.png,https://media.api-sports.io/flags/hu.svg,Bekescsaba 1912,https://media.api-sports.io/football/teams/2406.png,Fehérvár FC,https://media.api-sports.io/football/teams/610.png,,
1434102,Professional Development League,https://media.api-sports.io/football/leagues/703.png,https://media.api-sports.io/flags/gb-eng.svg,Swansea City U21,https://media.api-sports.io/football/teams/11912.png,Queens Park Rangers U21,https://media.api-sports.io/football/teams/20085.png,,
1434526,Premier League 2 Division One,https://media.api-sports.io/football/leagues/702.png,https://media.api-sports.io/flags/gb-eng.svg,Manchester United U21,https://media.api-sports.io/football/teams/7198.png,Chelsea U21,https://media.api-sports.io/football/teams/7192.png,,
1434536,Premier League 2 Division One,https://media.api-sports.io/football/leagues/702.png,https://media.api-sports.io/flags/gb-eng.svg,Crystal Palace U21,https://media.api-sports.io/football/teams/17000.png,Sunderland U21,https://media.api-sports.io/football/teams/11915.png,,
1434539,Premier League 2 Division One,https://media.api-sports.io/football/leagues/702.png,https://media.api-sports.io/flags/gb-eng.svg,West Bromwich Albion U21,https://media.api-sports.io/football/teams/11913.png,Derby County U21,https://media.api-sports.io/football/teams/19745.png,,
1454531,Serie D - Girone C,https://media.api-sports.io/football/leagues/428.png,https://media.api-sports.io/flags/it.svg,Treviso,https://media.api-sports.io/football/teams/22319.png,Clodiense,https://media.api-sports.io/football/teams/9469.png,,
1488294,World Cup - Women - Qualification Concacaf,https://media.api-sports.io/football/leagues/927.png,,St. Lucia W,https://media.api-sports.io/football/teams/21216.png,Mexico W,https://media.api-sports.io/football/teams/1729.png,,
1526966,Friendlies Women,https://media.api-sports.io/football/leagues/666.png,,Scotland U23 W,https://media.api-sports.io/football/teams/27179.png,Netherlands U23 W,https://media.api-sports.io/football/teams/27155.png,,
1396976,Segunda División,https://media.api-sports.io/football/leagues/141.png,https://media.api-sports.io/flags/es.svg,Cordoba,https://media.api-sports.io/football/teams/713.png,FC Andorra,https://media.api-sports.io/football/teams/8157.png,,
1418943,Premier League,https://media.api-sports.io/football/leagues/233.png,https://media.api-sports.io/flags/eg.svg,Pharco,https://media.api-sports.io/football/teams/15736.png,Kahraba Ismailia,https://media.api-sports.io/football/teams/20458.png,,
1418946,Premier League,https://media.api-sports.io/football/leagues/233.png,https://media.api-sports.io/flags/eg.svg,Al Ittihad,https://media.api-sports.io/football/teams/1572.png,Ghazl El Mehalla,https://media.api-sports.io/football/teams/13819.png,,
1378132,Serie A,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,Udinese,https://media.api-sports.io/football/teams/494.png,Fiorentina,https://media.api-sports.io/football/teams/502.png,,
1389333,Ligue 2,https://media.api-sports.io/football/leagues/62.png,https://media.api-sports.io/flags/fr.svg,Amiens,https://media.api-sports.io/football/teams/87.png,Estac Troyes,https://media.api-sports.io/football/teams/110.png,,
1492624,Premier Division,https://media.api-sports.io/football/leagues/357.png,https://media.api-sports.io/flags/ie.svg,St Patrick's Athl.,https://media.api-sports.io/football/teams/3843.png,Galway United,https://media.api-sports.io/football/teams/3851.png,,
1386962,Championship,https://media.api-sports.io/football/leagues/40.png,https://media.api-sports.io/flags/gb-eng.svg,Birmingham,https://media.api-sports.io/football/teams/54.png,Middlesbrough,https://media.api-sports.io/football/teams/70.png,,
1389049,Premijer Liga,https://media.api-sports.io/football/leagues/315.png,https://media.api-sports.io/flags/ba.svg,Zeljeznicar Sarajevo,https://media.api-sports.io/football/teams/654.png,Zrinjski,https://media.api-sports.io/football/teams/588.png,,
1391076,La Liga,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,Real Madrid,https://media.api-sports.io/football/teams/541.png,Getafe,https://media.api-sports.io/football/teams/546.png,,
