League,League Logo,League Flag,Home Team,Home Logo,Away Team,Away Logo,Home Score,Away Score
Tercera División RFEF - Group 8,https://media.api-sports.io/football/leagues/446.png,https://media.api-sports.io/flags/es.svg,Almazán,https://media.api-sports.io/football/teams/9721.png,Cultural Leonesa II,https://media.api-sports.io/football/teams/9729.png,3,0
Tercera División RFEF - Group 8,https://media.api-sports.io/football/leagues/446.png,https://media.api-sports.io/flags/es.svg,Becerril Campos,https://media.api-sports.io/football/teams/8153.png,Unionistas II,https://media.api-sports.io/football/teams/26546.png,3,3
Tercera División RFEF - Group 10,https://media.api-sports.io/football/leagues/448.png,https://media.api-sports.io/flags/es.svg,Conil,https://media.api-sports.io/football/teams/9757.png,Atlético Central,https://media.api-sports.io/football/teams/24723.png,0,0
Tercera División RFEF - Group 13,https://media.api-sports.io/football/leagues/451.png,https://media.api-sports.io/flags/es.svg,Atlético Pulpileño,https://media.api-sports.io/football/teams/9808.png,Cartagena LU II,https://media.api-sports.io/football/teams/17715.png,1,0
Tercera División RFEF - Group 13,https://media.api-sports.io/football/leagues/451.png,https://media.api-sports.io/flags/es.svg,Balsicas Atlético,https://media.api-sports.io/football/teams/22180.png,Santomera,https://media.api-sports.io/football/teams/24655.png,2,1
Tercera División RFEF - Group 14,https://media.api-sports.io/football/leagues/452.png,https://media.api-sports.io/flags/es.svg,Don Benito,https://media.api-sports.io/football/teams/5259.png,Montehermoso,https://media.api-sports.io/football/teams/20281.png,3,1
Tercera División RFEF - Group 14,https://media.api-sports.io/football/leagues/452.png,https://media.api-sports.io/flags/es.svg,Atlético Pueblonuevo,https://media.api-sports.io/football/teams/20279.png,Jerez,https://media.api-sports.io/football/teams/9832.png,3,2
Tercera División RFEF - Group 16,https://media.api-sports.io/football/leagues/454.png,https://media.api-sports.io/flags/es.svg,Autol,https://media.api-sports.io/football/teams/20441.png,Vianés,https://media.api-sports.io/football/teams/9874.png,0,3
Tercera División RFEF - Group 16,https://media.api-sports.io/football/leagues/454.png,https://media.api-sports.io/flags/es.svg,La Calzada,https://media.api-sports.io/football/teams/9867.png,Yagüe,https://media.api-sports.io/football/teams/9876.png,0,0
Tercera División RFEF - Group 16,https://media.api-sports.io/football/leagues/454.png,https://media.api-sports.io/flags/es.svg,Oyonesa,https://media.api-sports.io/football/teams/9869.png,Villegas,https://media.api-sports.io/football/teams/9875.png,1,1
Tercera División RFEF - Group 18,https://media.api-sports.io/football/leagues/456.png,https://media.api-sports.io/flags/es.svg,Villarrobledo,https://media.api-sports.io/football/teams/9602.png,Marchamalo,https://media.api-sports.io/football/teams/15332.png,2,1
Tercera División RFEF - Group 18,https://media.api-sports.io/football/leagues/456.png,https://media.api-sports.io/flags/es.svg,La Solana,https://media.api-sports.io/football/teams/9903.png,Huracán Balazote,https://media.api-sports.io/football/teams/15330.png,0,1
Tercera División RFEF - Group 18,https://media.api-sports.io/football/leagues/456.png,https://media.api-sports.io/flags/es.svg,Calvo Sotelo,https://media.api-sports.io/football/teams/9899.png,Sonseca,https://media.api-sports.io/football/teams/25039.png,3,1
Tercera División RFEF - Group 18,https://media.api-sports.io/football/leagues/456.png,https://media.api-sports.io/flags/es.svg,Toledo,https://media.api-sports.io/football/teams/9908.png,Cazalegas,https://media.api-sports.io/football/teams/20443.png,6,0
Ligue 1,https://media.api-sports.io/football/leagues/423.png,https://media.api-sports.io/flags/bf.svg,RC Bobo-Dioulasso,https://media.api-sports.io/football/teams/8568.png,Etoile Filante,https://media.api-sports.io/football/teams/8086.png,0,1
Ligue 1,https://media.api-sports.io/football/leagues/423.png,https://media.api-sports.io/flags/bf.svg,SONABEL,https://media.api-sports.io/football/teams/8111.png,USFA,https://media.api-sports.io/football/teams/8570.png,1,1
I Liga,https://media.api-sports.io/football/leagues/107.png,https://media.api-sports.io/flags/pl.svg,Odra Opole,https://media.api-sports.io/football/teams/3488.png,Stal Mielec,https://media.api-sports.io/football/teams/3493.png,0,2
First League,https://media.api-sports.io/football/leagues/355.png,https://media.api-sports.io/flags/me.svg,Mornar,https://media.api-sports.io/football/teams/3740.png,Mladost DG,https://media.api-sports.io/football/teams/16749.png,3,0
Second League A - Division A Gold,https://media.api-sports.io/football/leagues/1025.png,https://media.api-sports.io/flags/ru.svg,Rodina Moskva II,https://media.api-sports.io/football/teams/19453.png,Torpedo Miass,https://media.api-sports.io/football/teams/16864.png,2,1
Svenska Cupen,https://media.api-sports.io/football/leagues/115.png,https://media.api-sports.io/flags/se.svg,IFK Skövde,https://media.api-sports.io/football/teams/16605.png,Djurgardens IF,https://media.api-sports.io/football/teams/364.png,0,8
Svenska Cupen,https://media.api-sports.io/football/leagues/115.png,https://media.api-sports.io/flags/se.svg,Sirius,https://media.api-sports.io/football/teams/370.png,Helsingborg,https://media.api-sports.io/football/teams/811.png,4,1
Première Division,https://media.api-sports.io/football/leagues/598.png,https://media.api-sports.io/flags/ml.svg,Stade Malien Bamako,https://media.api-sports.io/football/teams/6434.png,Réal Bamako,https://media.api-sports.io/football/teams/12677.png,0,1
Ligue 1,https://media.api-sports.io/football/leagues/386.png,https://media.api-sports.io/flags/ci.svg,Bouaké,https://media.api-sports.io/football/teams/4516.png,ISCA,https://media.api-sports.io/football/teams/25587.png,0,0
LFA First Division,https://media.api-sports.io/football/leagues/760.png,https://media.api-sports.io/flags/lr.svg,Borough,https://media.api-sports.io/football/teams/26908.png,LISCR,https://media.api-sports.io/football/teams/8062.png,5,1
LFA First Division,https://media.api-sports.io/football/leagues/760.png,https://media.api-sports.io/flags/lr.svg,Fassell,https://media.api-sports.io/football/teams/25192.png,BEA Mountain,https://media.api-sports.io/football/teams/16143.png,0,1
LFA First Division,https://media.api-sports.io/football/leagues/760.png,https://media.api-sports.io/flags/lr.svg,Freeport,https://media.api-sports.io/football/teams/16144.png,Wologizi,https://media.api-sports.io/football/teams/26907.png,3,1
LFA First Division,https://media.api-sports.io/football/leagues/760.png,https://media.api-sports.io/flags/lr.svg,Watanga,https://media.api-sports.io/football/teams/16151.png,Paynesville,https://media.api-sports.io/football/teams/22358.png,0,0
HNL,https://media.api-sports.io/football/leagues/210.png,https://media.api-sports.io/flags/hr.svg,Dinamo Zagreb,https://media.api-sports.io/football/teams/620.png,HNK Gorica,https://media.api-sports.io/football/teams/1068.png,4,2
Ligue 1,https://media.api-sports.io/football/leagues/61.png,https://media.api-sports.io/flags/fr.svg,Lille,https://media.api-sports.io/football/teams/79.png,Nantes,https://media.api-sports.io/football/teams/83.png,1,0
Ligue 1,https://media.api-sports.io/football/leagues/61.png,https://media.api-sports.io/flags/fr.svg,Lorient,https://media.api-sports.io/football/teams/97.png,Auxerre,https://media.api-sports.io/football/teams/108.png,2,2
Ligue 1,https://media.api-sports.io/football/leagues/61.png,https://media.api-sports.io/flags/fr.svg,Metz,https://media.api-sports.io/football/teams/112.png,Stade Brestois 29,https://media.api-sports.io/football/teams/106.png,0,1
Serie B,https://media.api-sports.io/football/leagues/136.png,https://media.api-sports.io/flags/it.svg,Mantova,https://media.api-sports.io/football/teams/1693.png,Carrarese,https://media.api-sports.io/football/teams/1581.png,1,1
Premier League,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb-eng.svg,Arsenal,https://media.api-sports.io/football/teams/42.png,Chelsea,https://media.api-sports.io/football/teams/49.png,2,1
Ekstraklasa,https://media.api-sports.io/football/leagues/106.png,https://media.api-sports.io/flags/pl.svg,Lech Poznan,https://media.api-sports.io/football/teams/347.png,Raków Częstochowa,https://media.api-sports.io/football/teams/3491.png,4,3
1. SNL,https://media.api-sports.io/football/leagues/373.png,https://media.api-sports.io/flags/si.svg,Bravo,https://media.api-sports.io/football/teams/4359.png,Celje,https://media.api-sports.io/football/teams/4360.png,1,0
Bundesliga,https://media.api-sports.io/football/leagues/78.png,https://media.api-sports.io/flags/de.svg,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,SC Freiburg,https://media.api-sports.io/football/teams/160.png,2,0
Serie C - Girone B,https://media.api-sports.io/football/leagues/942.png,https://media.api-sports.io/flags/it.svg,Guidonia Montecelio 1937,https://media.api-sports.io/football/teams/882.png,Gubbio,https://media.api-sports.io/football/teams/866.png,0,1
Serie C - Girone B,https://media.api-sports.io/football/leagues/942.png,https://media.api-sports.io/flags/it.svg,Arezzo,https://media.api-sports.io/football/teams/876.png,Ravenna,https://media.api-sports.io/football/teams/1705.png,1,1
Serie C - Girone B,https://media.api-sports.io/football/leagues/942.png,https://media.api-sports.io/flags/it.svg,Ternana,https://media.api-sports.io/football/teams/516.png,Campobasso FC,https://media.api-sports.io/football/teams/9510.png,2,4
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,L'Entregu,https://media.api-sports.io/football/teams/9625.png,Colunga,https://media.api-sports.io/football/teams/9621.png,0,0
Tercera División RFEF - Group 6,https://media.api-sports.io/football/leagues/444.png,https://media.api-sports.io/flags/es.svg,Soneja,https://media.api-sports.io/football/teams/22140.png,La Nucía,https://media.api-sports.io/football/teams/9393.png,0,0
Tercera División RFEF - Group 6,https://media.api-sports.io/football/leagues/444.png,https://media.api-sports.io/flags/es.svg,Alzira,https://media.api-sports.io/football/teams/9687.png,Hércules II,https://media.api-sports.io/football/teams/9693.png,0,1
Tercera División RFEF - Group 9,https://media.api-sports.io/football/leagues/447.png,https://media.api-sports.io/flags/es.svg,Ciudad de Torredonjimeno,https://media.api-sports.io/football/teams/9743.png,Motril,https://media.api-sports.io/football/teams/9751.png,1,3
Tercera División RFEF - Group 14,https://media.api-sports.io/football/leagues/452.png,https://media.api-sports.io/flags/es.svg,Gévora,https://media.api-sports.io/football/teams/25032.png,Calamonte,https://media.api-sports.io/football/teams/9828.png,1,0
Tercera División RFEF - Group 14,https://media.api-sports.io/football/leagues/452.png,https://media.api-sports.io/flags/es.svg,Santa Amalia,https://media.api-sports.io/football/teams/20448.png,Jaraíz,https://media.api-sports.io/football/teams/18094.png,1,4
GFA League,https://media.api-sports.io/football/leagues/845.png,https://media.api-sports.io/flags/gm.svg,Bombada,https://media.api-sports.io/football/teams/22707.png,Brikama United,https://media.api-sports.io/football/teams/6413.png,1,0
GFA League,https://media.api-sports.io/football/leagues/845.png,https://media.api-sports.io/flags/gm.svg,BST Galaxy,https://media.api-sports.io/football/teams/22706.png,Hart Acedemy,https://media.api-sports.io/football/teams/25420.png,0,0
GFA League,https://media.api-sports.io/football/leagues/845.png,https://media.api-sports.io/flags/gm.svg,GPA,https://media.api-sports.io/football/teams/8102.png,TMT,https://media.api-sports.io/football/teams/22708.png,1,1
1a Divisió,https://media.api-sports.io/football/leagues/312.png,https://media.api-sports.io/flags/ad.svg,Carroi,https://media.api-sports.io/football/teams/3346.png,FC Santa Coloma,https://media.api-sports.io/football/teams/591.png,0,2
Serie A,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,Torino,https://media.api-sports.io/football/teams/503.png,Lazio,https://media.api-sports.io/football/teams/487.png,2,0
Süper Lig,https://media.api-sports.io/football/leagues/203.png,https://media.api-sports.io/flags/tr.svg,Antalyaspor,https://media.api-sports.io/football/teams/1005.png,Fenerbahçe,https://media.api-sports.io/football/teams/611.png,2,2
Süper Lig,https://media.api-sports.io/football/leagues/203.png,https://media.api-sports.io/flags/tr.svg,Samsunspor,https://media.api-sports.io/football/teams/3603.png,Gaziantep FK,https://media.api-sports.io/football/teams/3573.png,0,0
1. Lig,https://media.api-sports.io/football/leagues/204.png,https://media.api-sports.io/flags/tr.svg,Sakaryaspor,https://media.api-sports.io/football/teams/3602.png,Sarıyer,https://media.api-sports.io/football/teams/3605.png,0,0
Super League 1,https://media.api-sports.io/football/leagues/197.png,https://media.api-sports.io/flags/gr.svg,PAOK,https://media.api-sports.io/football/teams/619.png,Asteras Tripolis,https://media.api-sports.io/football/teams/955.png,2,0
1. Division,https://media.api-sports.io/football/leagues/318.png,https://media.api-sports.io/flags/cy.svg,Aris,https://media.api-sports.io/football/teams/3408.png,Pafos,https://media.api-sports.io/football/teams/3403.png,2,2
Segunda División RFEF - Group 4,https://media.api-sports.io/football/leagues/878.png,https://media.api-sports.io/flags/es.svg,Xerez,https://media.api-sports.io/football/teams/9770.png,Yeclano,https://media.api-sports.io/football/teams/5283.png,1,0
Segunda División RFEF - Group 5,https://media.api-sports.io/football/leagues/879.png,https://media.api-sports.io/flags/es.svg,Rayo Majadahonda,https://media.api-sports.io/football/teams/861.png,Getafe II,https://media.api-sports.io/football/teams/9572.png,0,1
3. Lig - Group 4,https://media.api-sports.io/football/leagues/1027.png,https://media.api-sports.io/flags/tr.svg,Karsiyaka,https://media.api-sports.io/football/teams/7409.png,Altay,https://media.api-sports.io/football/teams/3566.png,3,1
Segunda División RFEF - Group 3,https://media.api-sports.io/football/leagues/877.png,https://media.api-sports.io/flags/es.svg,Sant Andreu,https://media.api-sports.io/football/teams/5277.png,Atlètic Lleida,https://media.api-sports.io/football/teams/24574.png,1,0
Tercera División RFEF - Group 3,https://media.api-sports.io/football/leagues/441.png,https://media.api-sports.io/flags/es.svg,Tropezón,https://media.api-sports.io/football/teams/9651.png,Colindres,https://media.api-sports.io/football/teams/17582.png,1,1
Tercera División RFEF - Group 5,https://media.api-sports.io/football/leagues/443.png,https://media.api-sports.io/flags/es.svg,Vilassar Mar,https://media.api-sports.io/football/teams/9683.png,Montañesa,https://media.api-sports.io/football/teams/15345.png,0,1
Tercera División RFEF - Group 6,https://media.api-sports.io/football/leagues/444.png,https://media.api-sports.io/flags/es.svg,Crevillente,https://media.api-sports.io/football/teams/9690.png,Saguntino,https://media.api-sports.io/football/teams/9699.png,0,0
Tercera División RFEF - Group 9,https://media.api-sports.io/football/leagues/447.png,https://media.api-sports.io/flags/es.svg,Huétor Tájar,https://media.api-sports.io/football/teams/9746.png,El Palo,https://media.api-sports.io/football/teams/9745.png,2,1
Liga de Ascenso,https://media.api-sports.io/football/leagues/163.png,https://media.api-sports.io/flags/cr.svg,ADR Jicaral,https://media.api-sports.io/football/teams/2043.png,Santa Cruz FC,https://media.api-sports.io/football/teams/26550.png,0,0
Liga Nacional,https://media.api-sports.io/football/leagues/339.png,https://media.api-sports.io/flags/gt.svg,Aurora,https://media.api-sports.io/football/teams/10154.png,Mixco,https://media.api-sports.io/football/teams/3645.png,1,1
Liga Pro,https://media.api-sports.io/football/leagues/242.png,https://media.api-sports.io/flags/ec.svg,LDU de Quito,https://media.api-sports.io/football/teams/1158.png,Macara,https://media.api-sports.io/football/teams/1155.png,0,2
CONCACAF U20,https://media.api-sports.io/football/leagues/537.png,,Dominica U20,https://media.api-sports.io/football/teams/10996.png,Antigua and Barbuda U20,https://media.api-sports.io/football/teams/10987.png,0,1
Ligue 1,https://media.api-sports.io/football/leagues/403.png,https://media.api-sports.io/flags/sn.svg,Teungueth,https://media.api-sports.io/football/teams/5296.png,La Linguère,https://media.api-sports.io/football/teams/5290.png,1,1
Ligue 1,https://media.api-sports.io/football/leagues/403.png,https://media.api-sports.io/flags/sn.svg,Wally Daan,https://media.api-sports.io/football/teams/25070.png,Sonacos,https://media.api-sports.io/football/teams/5294.png,2,1
Ligue 1,https://media.api-sports.io/football/leagues/403.png,https://media.api-sports.io/flags/sn.svg,Casa Sport,https://media.api-sports.io/football/teams/5285.png,HLM,https://media.api-sports.io/football/teams/25068.png,0,0
Ligue 1,https://media.api-sports.io/football/leagues/403.png,https://media.api-sports.io/flags/sn.svg,Guédiawaye,https://media.api-sports.io/football/teams/5553.png,Gorée,https://media.api-sports.io/football/teams/5287.png,1,1
Ligue 1,https://media.api-sports.io/football/leagues/403.png,https://media.api-sports.io/flags/sn.svg,Jaraaf,https://media.api-sports.io/football/teams/5289.png,Ouakam,https://media.api-sports.io/football/teams/5554.png,0,0
Ligue 1,https://media.api-sports.io/football/leagues/403.png,https://media.api-sports.io/flags/sn.svg,Stade de Mbour,https://media.api-sports.io/football/teams/5295.png,Génération Foot,https://media.api-sports.io/football/teams/5288.png,1,1
Ligue 1,https://media.api-sports.io/football/leagues/403.png,https://media.api-sports.io/flags/sn.svg,Pikine,https://media.api-sports.io/football/teams/5293.png,AJEL,https://media.api-sports.io/football/teams/25067.png,0,2
Primera División RFEF - Group 2,https://media.api-sports.io/football/leagues/436.png,https://media.api-sports.io/flags/es.svg,Algeciras,https://media.api-sports.io/football/teams/9597.png,Teruel,https://media.api-sports.io/football/teams/5278.png,0,0
Primera División RFEF - Group 1,https://media.api-sports.io/football/leagues/435.png,https://media.api-sports.io/flags/es.svg,Zamora,https://media.api-sports.io/football/teams/9418.png,Guadalajara,https://media.api-sports.io/football/teams/9900.png,1,1
Ligi kuu Bara,https://media.api-sports.io/football/leagues/567.png,https://media.api-sports.io/flags/tz.svg,Young Africans,https://media.api-sports.io/football/teams/5370.png,Simba,https://media.api-sports.io/football/teams/6432.png,0,0
Jupiler Pro League,https://media.api-sports.io/football/leagues/144.png,https://media.api-sports.io/flags/be.svg,Charleroi,https://media.api-sports.io/football/teams/736.png,Club Brugge KV,https://media.api-sports.io/football/teams/569.png,1,2
Czech Liga,https://media.api-sports.io/football/leagues/345.png,https://media.api-sports.io/flags/cz.svg,Sigma Olomouc,https://media.api-sports.io/football/teams/2250.png,Bohemians 1905,https://media.api-sports.io/football/teams/3714.png,1,0
La Liga,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,Real Betis,https://media.api-sports.io/football/teams/543.png,Sevilla,https://media.api-sports.io/football/teams/536.png,2,2
Segunda División,https://media.api-sports.io/football/leagues/141.png,https://media.api-sports.io/flags/es.svg,Cultural Leonesa,https://media.api-sports.io/football/teams/725.png,Las Palmas,https://media.api-sports.io/football/teams/534.png,0,3
National Division,https://media.api-sports.io/football/leagues/261.png,https://media.api-sports.io/flags/lu.svg,Progres Niederkorn,https://media.api-sports.io/football/teams/658.png,Union Titus Petange,https://media.api-sports.io/football/teams/2032.png,4,1
Nasjonal U19 Champions League,https://media.api-sports.io/football/leagues/823.png,https://media.api-sports.io/flags/no.svg,Lillestrøm U19,https://media.api-sports.io/football/teams/16559.png,KFUM U19,https://media.api-sports.io/football/teams/16557.png,1,1
NB I,https://media.api-sports.io/football/leagues/271.png,https://media.api-sports.io/flags/hu.svg,Ferencvarosi TC,https://media.api-sports.io/football/teams/651.png,Kazincbarcikai,https://media.api-sports.io/football/teams/2410.png,2,1
Primeira Liga,https://media.api-sports.io/football/leagues/94.png,https://media.api-sports.io/flags/pt.svg,Casa Pia,https://media.api-sports.io/football/teams/4716.png,Moreirense,https://media.api-sports.io/football/teams/215.png,1,1
Segunda Liga,https://media.api-sports.io/football/leagues/95.png,https://media.api-sports.io/flags/pt.svg,Penafiel,https://media.api-sports.io/football/teams/235.png,Benfica B,https://media.api-sports.io/football/teams/229.png,1,1
Super League 1,https://media.api-sports.io/football/leagues/197.png,https://media.api-sports.io/flags/gr.svg,Panathinaikos,https://media.api-sports.io/football/teams/617.png,Aris Thessalonikis,https://media.api-sports.io/football/teams/1123.png,3,1
Liga Premier Serie A,https://media.api-sports.io/football/leagues/722.png,https://media.api-sports.io/flags/mx.svg,Montañeses,https://media.api-sports.io/football/teams/17788.png,Deportiva Venados,https://media.api-sports.io/football/teams/19907.png,0,0
Liga de Expansión MX,https://media.api-sports.io/football/leagues/263.png,https://media.api-sports.io/flags/mx.svg,Leones Negros UDG,https://media.api-sports.io/football/teams/2307.png,Atlante FC,https://media.api-sports.io/football/teams/2312.png,1,1
Paulista - A3,https://media.api-sports.io/football/leagues/605.png,https://media.api-sports.io/flags/br.svg,Paulista,https://media.api-sports.io/football/teams/10038.png,Francana,https://media.api-sports.io/football/teams/22946.png,2,2
Primera División,https://media.api-sports.io/football/leagues/281.png,https://media.api-sports.io/flags/pe.svg,Comerciantes Unidos,https://media.api-sports.io/football/teams/2558.png,Atletico Grau,https://media.api-sports.io/football/teams/2564.png,3,1
Liga 3,https://media.api-sports.io/football/leagues/865.png,https://media.api-sports.io/flags/pt.svg,CF Os Belenenses,https://media.api-sports.io/football/teams/17692.png,Amarante,https://media.api-sports.io/football/teams/4725.png,1,2
CONCACAF U20,https://media.api-sports.io/football/leagues/537.png,,Turks and Caicos Islands U20,https://media.api-sports.io/football/teams/23087.png,Bonaire U20,https://media.api-sports.io/football/teams/27499.png,1,2
Brasileiro U20 A,https://media.api-sports.io/football/leagues/740.png,https://media.api-sports.io/flags/br.svg,Vasco da Gama U20,https://media.api-sports.io/football/teams/12979.png,São Paulo U20,https://media.api-sports.io/football/teams/12973.png,2,0
Brasileiro U20 A,https://media.api-sports.io/football/leagues/740.png,https://media.api-sports.io/flags/br.svg,Santos U20,https://media.api-sports.io/football/teams/13055.png,Cruzeiro U20,https://media.api-sports.io/football/teams/13000.png,0,1
Iraqi League,https://media.api-sports.io/football/leagues/542.png,https://media.api-sports.io/flags/iq.svg,Al Minaa Basra,https://media.api-sports.io/football/teams/11065.png,Al-Karma,https://media.api-sports.io/football/teams/25063.png,2,0
Iraqi League,https://media.api-sports.io/football/leagues/542.png,https://media.api-sports.io/flags/iq.svg,Baghdad,https://media.api-sports.io/football/teams/11069.png,Naft,https://media.api-sports.io/football/teams/11071.png,1,2
Ligue 1,https://media.api-sports.io/football/leagues/386.png,https://media.api-sports.io/flags/ci.svg,ASEC Mimosas,https://media.api-sports.io/football/teams/4512.png,SOL,https://media.api-sports.io/football/teams/6346.png,3,2
Jupiler Pro League,https://media.api-sports.io/football/leagues/144.png,https://media.api-sports.io/flags/be.svg,Cercle Brugge,https://media.api-sports.io/football/teams/741.png,Dender,https://media.api-sports.io/football/teams/6215.png,0,0
Tercera División RFEF - Group 4,https://media.api-sports.io/football/leagues/442.png,https://media.api-sports.io/flags/es.svg,Real Sociedad III,https://media.api-sports.io/football/teams/9662.png,San Ignacio,https://media.api-sports.io/football/teams/9663.png,0,0
Bundesliga,https://media.api-sports.io/football/leagues/78.png,https://media.api-sports.io/flags/de.svg,Hamburger SV,https://media.api-sports.io/football/teams/175.png,RB Leipzig,https://media.api-sports.io/football/teams/173.png,1,2
3. Liga,https://media.api-sports.io/football/leagues/80.png,https://media.api-sports.io/flags/de.svg,FC Schweinfurt 05,https://media.api-sports.io/football/teams/1635.png,FC Saarbrücken,https://media.api-sports.io/football/teams/1639.png,2,2
II Liga - East,https://media.api-sports.io/football/leagues/109.png,https://media.api-sports.io/flags/pl.svg,Stal Stalowa Wola,https://media.api-sports.io/football/teams/6958.png,Podhale Nowy Targ,https://media.api-sports.io/football/teams/12834.png,0,0
Rock Cup,https://media.api-sports.io/football/leagues/837.png,https://media.api-sports.io/flags/gi.svg,Lincoln Red Imps FC,https://media.api-sports.io/football/teams/667.png,Lions Gibraltar,https://media.api-sports.io/football/teams/16133.png,2,1
Paranaense - 2,https://media.api-sports.io/football/leagues/614.png,https://media.api-sports.io/flags/br.svg,Nacional PR,https://media.api-sports.io/football/teams/10678.png,Toledo,https://media.api-sports.io/football/teams/9994.png,1,1
Paranaense - 2,https://media.api-sports.io/football/leagues/614.png,https://media.api-sports.io/flags/br.svg,Rio Branco PR,https://media.api-sports.io/football/teams/12914.png,Laranja Mecânica,https://media.api-sports.io/football/teams/18746.png,3,0
Paranaense - 2,https://media.api-sports.io/football/leagues/614.png,https://media.api-sports.io/flags/br.svg,Paranavaí,https://media.api-sports.io/football/teams/23308.png,Araucária,https://media.api-sports.io/football/teams/12938.png,1,2
Division 1,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,Al Anwar,https://media.api-sports.io/football/teams/10503.png,Al-Raed,https://media.api-sports.io/football/teams/2935.png,1,0
Division 1,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,Al Jandal,https://media.api-sports.io/football/teams/10507.png,Abha,https://media.api-sports.io/football/teams/2951.png,1,1
Division 1,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,Al Jubail,https://media.api-sports.io/football/teams/10508.png,Al Bukayriyah,https://media.api-sports.io/football/teams/2966.png,2,1
League,https://media.api-sports.io/football/leagues/387.png,https://media.api-sports.io/flags/jo.svg,Al Ahli,https://media.api-sports.io/football/teams/4529.png,Al Faisaly,https://media.api-sports.io/football/teams/4531.png,0,3
Eredivisie,https://media.api-sports.io/football/leagues/88.png,https://media.api-sports.io/flags/nl.svg,Excelsior,https://media.api-sports.io/football/teams/196.png,GO Ahead Eagles,https://media.api-sports.io/football/teams/410.png,0,1
Liga I,https://media.api-sports.io/football/leagues/283.png,https://media.api-sports.io/flags/ro.svg,Uta Arad,https://media.api-sports.io/football/teams/2589.png,FCSB,https://media.api-sports.io/football/teams/559.png,2,4
Sul-Matogrossense,https://media.api-sports.io/football/leagues/623.png,https://media.api-sports.io/flags/br.svg,Águia Negra,https://media.api-sports.io/football/teams/10006.png,Naviraiense,https://media.api-sports.io/football/teams/18365.png,1,2
Sul-Matogrossense,https://media.api-sports.io/football/leagues/623.png,https://media.api-sports.io/flags/br.svg,Costa Rica ,https://media.api-sports.io/football/teams/13103.png,Corumbaense,https://media.api-sports.io/football/teams/1206.png,0,2
Sul-Matogrossense,https://media.api-sports.io/football/leagues/623.png,https://media.api-sports.io/flags/br.svg,Dourados Atlético,https://media.api-sports.io/football/teams/16480.png,CR Aquidauana,https://media.api-sports.io/football/teams/27286.png,3,3
Sul-Matogrossense,https://media.api-sports.io/football/leagues/623.png,https://media.api-sports.io/flags/br.svg,Pantanal,https://media.api-sports.io/football/teams/22828.png,Ivinhema,https://media.api-sports.io/football/teams/10687.png,2,2
Primera A,https://media.api-sports.io/football/leagues/239.png,https://media.api-sports.io/flags/co.svg,Deportivo Pasto,https://media.api-sports.io/football/teams/1126.png,Cucuta,https://media.api-sports.io/football/teams/1470.png,3,2
Copa Alagoas,https://media.api-sports.io/football/leagues/1063.png,https://media.api-sports.io/flags/br.svg,Murici Fc,https://media.api-sports.io/football/teams/1210.png,Miguelense,https://media.api-sports.io/football/teams/9128.png,6,0
SheBelieves Cup,https://media.api-sports.io/football/leagues/904.png,,Canada W,https://media.api-sports.io/football/teams/1717.png,Colombia W,https://media.api-sports.io/football/teams/1737.png,4,1
Maranhense,https://media.api-sports.io/football/leagues/608.png,https://media.api-sports.io/flags/br.svg,IAPE,https://media.api-sports.io/football/teams/15606.png,Maranhão,https://media.api-sports.io/football/teams/7832.png,1,0
Capixaba,https://media.api-sports.io/football/leagues/611.png,https://media.api-sports.io/flags/br.svg,Vitória ES,https://media.api-sports.io/football/teams/7837.png,Forte FC,https://media.api-sports.io/football/teams/26662.png,4,1
Superliga,https://media.api-sports.io/football/leagues/664.png,https://media.api-sports.io/flags/xk.svg,Prishtina,https://media.api-sports.io/football/teams/680.png,Drita,https://media.api-sports.io/football/teams/14281.png,1,1
Paranaense U20,https://media.api-sports.io/football/leagues/1071.png,https://media.api-sports.io/flags/br.svg,Hope Internacional U20,https://media.api-sports.io/football/teams/23240.png,Patriotas U20,https://media.api-sports.io/football/teams/22841.png,1,0
Premier League,https://media.api-sports.io/football/leagues/233.png,https://media.api-sports.io/flags/eg.svg,Future FC,https://media.api-sports.io/football/teams/16431.png,Petrojet,https://media.api-sports.io/football/teams/1041.png,1,1
Premier League,https://media.api-sports.io/football/leagues/233.png,https://media.api-sports.io/flags/eg.svg,Pyramids FC,https://media.api-sports.io/football/teams/1036.png,Zamalek SC,https://media.api-sports.io/football/teams/1040.png,0,1
Premier League,https://media.api-sports.io/football/leagues/233.png,https://media.api-sports.io/flags/eg.svg,Enppi,https://media.api-sports.io/football/teams/1037.png,AL Masry,https://media.api-sports.io/football/teams/1031.png,3,2
